entry_price,exit_price,entry_time,exit_time,pnl,target,rsi_entry,rsi_exit,bb_width,bb_std,sl_mult,tp_mult,atr_window,bullish_pattern,bearish_pattern,rsi_value
1.3195899724960327,1.3207999467849731,62,173,23.89780616760254,1,35.0,70.0,0.004999999888241291,2.0,5.0,16.0,14,1,1,21.301729202270508
1.3210200071334839,1.3226900100708008,174,211,-34.99120330810547,0,35.0,70.0,0.004999999888241291,2.0,5.0,16.0,14,0,1,81.15673065185547
1.3295400142669678,1.3258600234985352,351,403,73.8794937133789,1,35.0,70.0,0.004999999888241291,2.0,5.0,16.0,14,0,1,76.8020248413086
1.326159954071045,1.3233699798583984,687,747,-57.657676696777344,0,35.0,70.0,0.004999999888241291,2.0,5.0,16.0,14,1,0,27.23900604248047
1.3261899948120117,1.3277100324630737,854,892,-31.801639556884766,0,35.0,70.0,0.004999999888241291,2.0,5.0,16.0,14,0,1,74.50316619873047
1.324139952659607,1.3229199647903442,1071,1084,-25.732681274414062,0,35.0,70.0,0.004999999888241291,2.0,5.0,16.0,14,1,1,25.769697189331055
1.3217099905014038,1.3196799755096436,1088,1095,-42.32728958129883,0,35.0,70.0,0.004999999888241291,2.0,5.0,16.0,14,1,1,20.369949340820312
1.316230058670044,1.3184000253677368,1264,1378,43.65126037597656,1,35.0,70.0,0.004999999888241291,2.0,5.0,16.0,14,1,1,32.81745910644531
1.3178199529647827,1.3182899951934814,1447,1558,8.769892692565918,1,35.0,70.0,0.004999999888241291,2.0,5.0,16.0,14,1,0,32.078643798828125
1.314039945602417,1.3143800497055054,1922,1939,-7.851215362548828,0,35.0,70.0,0.004999999888241291,2.0,5.0,16.0,14,1,1,76.09520721435547
1.316290020942688,1.3116099834442139,2092,2165,95.13633728027344,1,35.0,70.0,0.004999999888241291,2.0,5.0,16.0,14,1,1,75.34046173095703
1.309980034828186,1.3079999685287476,2509,2700,-41.67681121826172,0,35.0,70.0,0.004999999888241291,2.0,5.0,16.0,14,1,0,33.259857177734375
1.3053799867630005,1.3043899536132812,2781,2897,-21.346193313598633,0,35.0,70.0,0.004999999888241291,2.0,5.0,16.0,14,1,0,24.655811309814453
1.3038500547409058,1.3027900457382202,2913,2989,-22.820295333862305,0,35.0,70.0,0.004999999888241291,2.0,5.0,16.0,14,1,1,33.44562911987305
1.3024499416351318,1.303629994392395,2990,3275,23.592018127441406,1,35.0,70.0,0.004999999888241291,2.0,5.0,16.0,14,1,1,18.978124618530273
